"Kod";"Nazwa";"Rodzaje chorób";"Wiek";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2007";120;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2008";91;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2009";90;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2010";69;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2011";146;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2012";111;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2013";64;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2014";110;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2015";102;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"45-64";"2016";90;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"1999";127;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2000";120;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2001";119;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2002";133;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2003";119;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2004";78;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2005";81;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2006";71;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2007";92;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2008";83;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2009";77;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2010";57;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2011";114;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2012";74;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2013";59;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2014";72;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2015";74;"osoba";"";
1800000;"PODKARPACKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2016";65;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"1999";308;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2000";271;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2001";259;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2002";303;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2003";294;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2004";236;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2005";191;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2006";214;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2007";184;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2008";203;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2009";181;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2010";158;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2011";173;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2012";160;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2013";150;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2014";134;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2015";125;"osoba";"";
2000000;"PODLASKIE";"ogółem";"ogółem";"2016";121;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"1999";4;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2000";2;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2001";3;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2002";7;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2003";6;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2004";5;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2005";5;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2006";6;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2007";1;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2008";1;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2009";1;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2010";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2011";2;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2012";2;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2013";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2014";2;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2015";2;"osoba";"";
2000000;"PODLASKIE";"ogółem";"0-14";"2016";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"1999";5;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2000";8;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2001";3;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2002";5;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2003";8;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2004";4;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2005";6;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2006";3;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2007";4;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2008";5;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2009";2;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2010";3;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2011";3;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2012";1;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2013";2;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2014";2;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2015";1;"osoba";"";
2000000;"PODLASKIE";"ogółem";"15-19";"2016";0;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"1999";79;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2000";89;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2001";87;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2002";85;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2003";80;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2004";67;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2005";54;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2006";54;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2007";57;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2008";47;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2009";49;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2010";43;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2011";57;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2012";43;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2013";30;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2014";35;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2015";39;"osoba";"";
2000000;"PODLASKIE";"ogółem";"20-44";"2016";25;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"1999";126;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2000";104;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2001";100;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2002";103;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2003";94;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2004";89;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2005";62;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2006";74;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2007";75;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2008";80;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2009";78;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2010";70;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2011";71;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2012";63;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2013";67;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2014";57;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2015";52;"osoba";"";
2000000;"PODLASKIE";"ogółem";"45-64";"2016";53;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"1999";94;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2000";68;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2001";66;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2002";103;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2003";106;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2004";71;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2005";64;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2006";77;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2007";47;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2008";70;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2009";51;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2010";42;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2011";40;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2012";51;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2013";51;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2014";38;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2015";31;"osoba";"";
2000000;"PODLASKIE";"ogółem";"65 i więcej";"2016";43;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"1999";293;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2000";254;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2001";244;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2002";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2003";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2004";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2005";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2006";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2007";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2008";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2009";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2010";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2011";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2012";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2013";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2014";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2015";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"ogółem";"2016";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"1999";4;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2000";2;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2001";2;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2002";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2003";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2004";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2005";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2006";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2007";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2008";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2009";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2010";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2011";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2012";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2013";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2014";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2015";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"0-14";"2016";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"1999";5;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2000";7;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2001";3;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2002";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2003";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2004";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2005";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2006";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2007";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2008";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2009";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2010";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2011";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2012";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2013";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2014";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2015";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"15-19";"2016";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"1999";78;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2000";85;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2001";86;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2002";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2003";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2004";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2005";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2006";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2007";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2008";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2009";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2010";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2011";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2012";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2013";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2014";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2015";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"20-44";"2016";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"1999";117;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2000";99;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2001";92;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2002";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2003";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2004";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2005";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2006";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2007";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2008";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2009";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2010";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2011";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2012";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2013";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2014";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2015";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"45-64";"2016";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"1999";89;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2000";61;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2001";61;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2002";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2003";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2004";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2005";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2006";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2007";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2008";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2009";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2010";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2011";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2012";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2013";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2014";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2015";;"osoba";"";
2000000;"PODLASKIE";"gruźlica układu oddechowego";"65 i więcej";"2016";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"1999";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2000";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2001";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2002";279;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2003";264;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2004";218;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2005";175;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2006";197;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2007";170;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2008";187;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2009";173;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2010";153;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2011";161;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2012";146;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2013";145;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2014";127;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2015";117;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"ogółem";"2016";116;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"1999";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2000";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2001";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2002";2;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2003";3;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2004";2;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2005";5;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2006";2;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2007";1;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2008";1;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2009";1;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2010";0;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2011";1;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2012";2;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2013";0;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2014";1;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2015";2;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"0-14";"2016";0;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"1999";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2000";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2001";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2002";5;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2003";4;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2004";3;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2005";6;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2006";3;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2007";4;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2008";5;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2009";2;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2010";3;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2011";2;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2012";1;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2013";2;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2014";2;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2015";1;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"15-19";"2016";0;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"1999";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2000";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2001";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2002";76;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2003";75;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2004";64;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2005";49;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2006";51;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2007";52;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2008";44;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2009";45;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2010";41;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2011";53;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2012";39;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2013";29;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2014";34;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2015";35;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"20-44";"2016";25;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"45-64";"1999";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"45-64";"2000";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"45-64";"2001";;"osoba";"";
2000000;"PODLASKIE";"gruźlica płuc";"45-64";"2002";98;"osoba";"";
